fountain_id,park_id,park_cpd_id,park_name,location,location_description,type,is_bottle_filler,status,remediation_plan,remediated,latest_result_ppb,tested_2025,ever_elevated,max_lead_ever_ppb,lat,lng
0041-02-02,29,41,Eugene Field,Eugene Field #2 - Low,BASKETBALL COURT,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0041-03-01,29,41,Eugene Field,Eugene Field #3 - High,NORTH OF RIVER BY BASEBALL DIAMOND,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0041-03-02,29,41,Eugene Field,Eugene Field #3 - Low,NORTH OF RIVER BY BASEBALL DIAMOND,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.5,,
0041-05-01,29,41,Eugene Field,1st Floor Near Mens' Restroom,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,3.1,,
0041-05-02,29,41,Eugene Field,Eugene Field #5- Low,"NORTH OF FOSTER, SOUTH OF RIVER",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0041-06-01,29,41,Eugene Field,1st Floor Near Women's Restroom,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0041-07-01,29,41,Eugene Field,Basement Hallway,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0041-10-01,29,41,Eugene Field,2nd Floor Kitchen Sink,,indoor,0,OFF,Fix/Replace LSL,0,,0,1,20.3,,
0045-02-01,30,45,Ada,Ada #2,Near front door of fieldhouse,outdoor,0,CONT,Remain,0,2.0,1,0,2.0,,
0045-03-01,30,45,Ada,Ada #3,On pool deck (Removed),outdoor,0,REMOVED,Already Removed,0,,0,0,2.0,,
0045-04-01,30,45,Ada,Ada #4,On 112th Street east of Playground,outdoor,0,ON,Remain,1,,0,0,2.0,,
0045-05-01,30,45,Ada,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0045-06-01,30,45,Ada,Main Lobby - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0045-06-BF,30,45,Ada,Main Lobby - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0047-02-01,31,47,Crescent,Crescent #2 - High,(Loc. Needed),outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0047-02-02,31,47,Crescent,Crescent #2 - Middle,(Loc. Needed),outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0047-02-03,31,47,Crescent,Crescent #2 - Low,(Loc. Needed),outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0048-01-01,32,48,Kennedy,Kennedy #1,"NORTHEAST CORNER OF PARK, BY VET MEMORIAL",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.3,,
0048-03-01,32,48,Kennedy,Kennedy #3 - High,PLAYGROUND,outdoor,0,ON,Remain,0,,0,0,2.0,,
0048-03-02,32,48,Kennedy,Kennedy #3 - Middle,PLAYGROUND,outdoor,0,ON,Remain,0,,0,0,2.0,,
0048-03-03,32,48,Kennedy,Kennedy #3 - Low,PLAYGROUND,outdoor,0,ON,Remain,0,,0,0,2.0,,
0048-04-01,32,48,Kennedy,Kennedy #4 - High,"BETWEEN TWO EAST DIAMONDS, ON PATH",outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0048-04-02,32,48,Kennedy,Kennedy #4 - Low,"BETWEEN TWO EAST DIAMONDS, ON PATH",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0048-04-BF,32,48,Kennedy,Kennedy #4 - Bottle Filler,"BETWEEN TWO EAST DIAMONDS, ON PATH",outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0048-05-01,32,48,Kennedy,Kennedy #5 - High,"WEST SIDE OF PARK, BETWEEN BASEBALL DIAMONDS",outdoor,0,ON,Remain,1,2.0,1,1,25.2,,
0048-05-02,32,48,Kennedy,Kennedy #5 - Low,"WEST SIDE OF PARK, BETWEEN BASEBALL DIAMONDS",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0048-05-BF,32,48,Kennedy,Kennedy #5 - Bottle Filler,"WEST SIDE OF PARK, BETWEEN BASEBALL DIAMONDS",outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0048-06-01,32,48,Kennedy,Kennedy #6,ON POOL DECK,outdoor,0,CONT,Fix/Replace LSL,0,,0,1,103.0,,
0048-09-01,32,48,Kennedy,Near Women's Locker Room - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0048-09-BF,32,48,Kennedy,Near Women's Locker Room - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0048-10-01,32,48,Kennedy,Kitchen Sink,,indoor,0,ON,Fix/Replace LSL,0,3.1,1,0,3.1,,
0059-02-01,33,59,Oriole,Oriole #2 - High,Diamond 4,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0059-02-02,33,59,Oriole,Oriole #2 - Low,Diamond 4,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0059-02-BF,33,59,Oriole,Oriole #2 - BF,Diamond 4,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0059-05-01,33,59,Oriole,Oriole #5,"Behind fieldhouse, on path",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0059-06-01,33,59,Oriole,Oriole #6 - High,Next to tennis court and playground,outdoor,0,CONT,Fix/Replace LSL,0,3.1,1,0,8.5,,
0059-06-02,33,59,Oriole,Oriole #6 - Low,Next to tennis court and playground,outdoor,0,CONT,Fix/Replace LSL,0,3.6,1,0,11.3,,
0059-07-01,33,59,Oriole,Inside Front Entrance,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,4.2,,
0059-08-01,33,59,Oriole,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0060-02-01,34,60,Olympia,Olympia #2 - High,By basketball court,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0060-02-02,34,60,Olympia,Olympia #2 - Low,By basketball court,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0060-02-BF,34,60,Olympia,Olympia #2 - BF,By basketball court,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0060-03-01,34,60,Olympia,Olympia #3 - High,By tennis court,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0060-03-02,34,60,Olympia,Olympia #3 - Low,By tennis court,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0060-03-BF,34,60,Olympia,Olympia #3 - BF,By tennis court,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0060-04-01,34,60,Olympia,Olympia #4 - High,Near Playground,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0060-04-02,34,60,Olympia,Olympia #4 - Low,Near Playground,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0060-04-BF,34,60,Olympia,Olympia #4 - BF,Near Playground,outdoor,1,ON,Remain,1,2.0,1,0,2.0,,
0060-05-01,34,60,Olympia,Middle of Building,,indoor,0,ON,Fix/Replace LSL,0,9.2,1,0,9.8,,
0060-06-01,34,60,Olympia,Kitchen Sink,,indoor,0,OFF,Fix/Replace LSL,0,,0,0,6.5,,
0060-07-01,34,60,Olympia,Front Lobby,,indoor,0,ON,Fix/Replace LSL,0,4.3,1,0,12.0,,
0061-02-01,35,61,Brooks (Oscar),Brooks (Oscar) #2 - High,"West side of park, on path",outdoor,1,ON,Remain,1,2.0,1,0,2.0,,
0061-02-02,35,61,Brooks (Oscar),Brooks (Oscar) #2 - Low,"West side of park, on path",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0061-02-BF,35,61,Brooks (Oscar),Brooks (Oscar) #2 - BF,"West side of park, on path",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0061-03-01,35,61,Brooks (Oscar),North Foyer,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0061-04-01,35,61,Brooks (Oscar),2nd Floor Club Room,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.0,,
0061-05-01,35,61,Brooks (Oscar),Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0062-01-01,36,62,Edison,Main Lobby,,indoor,0,ON,Fix/Replace LSL,0,,0,1,17.6,,
0062-02-01,36,62,Edison,Kitchen Sink,,indoor,0,OFF,Fix/Replace LSL,0,,0,1,22.5,,
0065-01-01,37,65,Fernwood,Fernwood #1,NORTH OF PLAYGROUND,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0065-03-01,37,65,Fernwood,Lobby by Gym,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,8.5,,
0065-04-01,37,65,Fernwood,Main Lobby,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0065-05-01,37,65,Fernwood,Pool Deck,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0065-06-01,37,65,Fernwood,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0066-02-01,38,66,Euclid,Euclid #2 - High,NORTH EAST CORNER OF BASKETBALL COURTS,outdoor,0,OFF,Fix/Replace LSL,0,,0,0,5.5,,
0066-02-02,38,66,Euclid,Euclid #2 - Low,NORTH EAST CORNER OF BASKETBALL COURTS,outdoor,0,OFF,Fix/Replace LSL,0,,0,1,196.0,,
0066-03-01,38,66,Euclid,Euclid #3 - High,WEST OF FIELDHOUSE,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0066-03-02,38,66,Euclid,Euclid #3 - Low,WEST OF FIELDHOUSE,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0066-04-01,38,66,Euclid,Main Lobby,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0066-05-01,38,66,Euclid,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0070-01-01,39,70,Forest Glen,Forest Glen #1 - High,"At north entrance, on Berwyn",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,3.8,,
0070-01-02,39,70,Forest Glen,Forest Glen #1 - Low,"At north entrance, on Berwyn",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,4.1,,
0075-01-01,40,75,Hollywood,Hollywood #1,East of fieldhouse,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0075-03-01,40,75,Hollywood,Kitchen Sink,,indoor,0,OFF,Fix/Replace LSL,0,,0,1,34.5,,
0080-02-01,41,80,Athletic Field,Athletic Field #2 - High,In playground,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0080-02-02,41,80,Athletic Field,Athletic Field #2 - Middle,In playground,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0080-02-03,41,80,Athletic Field,Athletic Field #2 - Low,In playground,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0080-03-01,41,80,Athletic Field,Main Lobby,,indoor,0,ON,Remain,0,2.0,1,0,5.2,,
0081-01-01,42,81,Avondale,Avondale #1,Pool deck,outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0081-02-01,42,81,Avondale,Avondale #2 - High,East of fieldhouse,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0081-02-02,42,81,Avondale,Avondale #2 - Low,East of fieldhouse,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0081-02-BF,42,81,Avondale,Avondale #2 - Bottle Filler,East of fieldhouse,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0081-03-01,42,81,Avondale,Main Lobby,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.1,,
0081-04-01,42,81,Avondale,Basement - Kitchen Sink,,indoor,0,ON,Fix/Replace LSL,0,6.3,1,0,15.0,,
0081-05-01,42,81,Avondale,2nd Floor - Kitchen Sink,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,15.0,,
0082-01-01,43,82,Jensen,Jensen #1 - High,South of playground,outdoor,0,CONT,Remain,0,,0,0,2.0,,
0082-01-02,43,82,Jensen,Jensen #1 - Low,South of playground,outdoor,0,CONT,Remain,0,,0,0,2.0,,
0082-02-01,43,82,Jensen,Jensen #2 - High,Entrance at Lawldale and Eastwood,outdoor,0,ON,Remain,0,,0,0,2.0,,
0082-02-02,43,82,Jensen,Jensen #2 - Low,Entrance at Lawldale and Eastwood,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0083-03-01,44,83,Independence,Independence #3 - High,"North of playground, south of Independence Park landscaping",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.2,41.95289397794031,-87.72347853192369
0083-03-02,44,83,Independence,Independence #3 - Middle,"North of playground, south of Independence Park landscaping",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.2,,
0083-03-03,44,83,Independence,Independence #3 - Low,"North of playground, south of Independence Park landscaping",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0083-04-01,44,83,Independence,Special Rec - Kitchen,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0083-05-01,44,83,Independence,Main Lobby - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0083-05-02,44,83,Independence,Main Lobby - Low,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0083-05-BF,44,83,Independence,Main Lobby Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0083-06-01,44,83,Independence,Pool Area,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0083-07-01,44,83,Independence,Fitness Center,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0083-08-01,44,83,Independence,Special Rec - High,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.0,,
0083-08-02,44,83,Independence,Special Rec - Low,,indoor,0,OFF,Fix/Replace LSL,0,,0,0,2.0,,
0084-01-01,45,84,Kilbourn,Kilbourn #1 - High,"North end of park, next to concession",outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0084-01-02,45,84,Kilbourn,Kilbourn #1 - Low,"North end of park, next to concession",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0084-01-BF,45,84,Kilbourn,Kilbourn #1 - Bottler Filler,"North end of park, next to concession",outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0084-03-01,45,84,Kilbourn,Kilbourn #3 - High,Next to playground,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0084-03-02,45,84,Kilbourn,Kilbourn #3 - Low,Next to playground,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0084-03-BF,45,84,Kilbourn,Kilbourn #3 - Bottle Filler,Next to playground,outdoor,1,ON,Remain,0,,0,0,2.0,,
0084-04-01,45,84,Kilbourn,Kilbourn #4,At Roscoe and Kenneth,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0084-05-01,45,84,Kilbourn,Main Lobby,,indoor,0,ON,Remain,0,2.0,1,0,2.0,41.944148977307435,-87.7390770264137
0084-06-01,45,84,Kilbourn,Gym Hallway - West - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0084-06-BF,45,84,Kilbourn,Gym Hallway - West - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0084-07-01,45,84,Kilbourn,Gym Hallway - East,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0084-08-01,45,84,Kilbourn,2nd Floor Kitchen Sink,,indoor,0,ON,Remain,0,5.7,1,0,5.7,,
0085-01-01,46,85,Kolmar,Kolmar #1,On Kolmar,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,1,24.4,41.95667272839891,-87.74175998335522
0086-01-01,47,86,Mayfair,Mayfair #1 - High,West of fieldhouse at spraypool,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0086-01-02,47,86,Mayfair,Mayfair #1 - Middle,West of fieldhouse at spraypool,outdoor,0,ON,Remain,0,,0,0,2.0,,
0086-01-03,47,86,Mayfair,Mayfair #1 - Low,West of fieldhouse at spraypool,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0086-02-01,47,86,Mayfair,Lobby - Bubbler,,indoor,0,ON,Remain,1,2.0,1,1,30.7,,
0086-02-BF,47,86,Mayfair,Lobby - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0086-03-01,47,86,Mayfair,Kitchen Sink,,indoor,0,ON,Remain,1,2.0,1,1,253.0,,
0091-01-01,48,91,Rosedale,Rosedale #1 - High,Spray feature,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0091-01-02,48,91,Rosedale,Rosedale #1 - Middle,Spray feature,outdoor,0,ON,Remain,0,,0,0,2.0,,
0091-01-03,48,91,Rosedale,Rosedale #1 - Low,Spray feature,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0091-02-01,48,91,Rosedale,Rosedale #2,West side of fieldhouse,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0091-03-01,48,91,Rosedale,Lobby,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.9,,
0091-04-01,48,91,Rosedale,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0093-01-01,49,93,Gladstone,Gladstone #1 - High,"North of Fieldhouse, on Magnet",outdoor,0,CONT,Fix/Replace LSL,0,3.0,1,0,3.8,,
0093-01-02,49,93,Gladstone,Gladstone #1 - Middle,"North of Fieldhouse, on Magnet",outdoor,0,CONT,Fix/Replace LSL,0,4.1,1,0,7.7,,
0093-01-03,49,93,Gladstone,Gladstone #1 - Low,"North of Fieldhouse, on Magnet",outdoor,0,CONT,Fix/Replace LSL,0,6.5,1,0,6.5,,
0093-02-01,49,93,Gladstone,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0094-01-01,50,94,Thomas Jefferson Memorial,Thomas Jefferson Meml. #1,On path by service yard,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0094-02-01,50,94,Thomas Jefferson Memorial,Thomas Jefferson Meml. #2,Pool deck,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0094-03-01,50,94,Thomas Jefferson Memorial,Thomas Jefferson Meml. #3 - High,In playground,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0094-03-02,50,94,Thomas Jefferson Memorial,Thomas Jefferson Meml. #3 - Middle,In playground,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0094-03-03,50,94,Thomas Jefferson Memorial,Thomas Jefferson Meml. #3 - Low,In playground,outdoor,0,ON,Remain,0,2.0,1,0,5.8,,
0094-04-01,50,94,Thomas Jefferson Memorial,Main Lobby,,indoor,0,OFF,Fix/Replace LSL,0,105.0,1,1,105.0,,
0094-05-01,50,94,Thomas Jefferson Memorial,Downstairs,,indoor,0,OFF,Fix/Replace LSL,0,,0,1,20.2,,
0094-06-01,50,94,Thomas Jefferson Memorial,Upstairs,,indoor,0,ON,Fix/Replace LSL,0,2.2,1,0,5.7,,
0094-08-01,50,94,Thomas Jefferson Memorial,Kitchen Sink,,indoor,0,OFF,Fix/Replace LSL,0,145.0,1,1,145.0,,
0094-09-01,50,94,Thomas Jefferson Memorial,Service Yard,,indoor,0,ON,Fix/Replace LSL,0,5.7,1,0,6.4,,
0095-01-01,51,95,Roberts Square,Roberts Square #1,"Southwest corner of park, at Argyle and Lockwood",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,,,
0100-01-01,52,100,Lincoln,Lincoln #1 - High,"WEST OF LSD, HOLLYWOOD AND LSD PLAYGROUND",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-01-02,52,100,Lincoln,Lincoln #1 - Low,"WEST OF LSD, HOLLYWOOD AND LSD PLAYGROUND",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-02-01,52,100,Lincoln,Lincoln #2,"WEST OF LSD, BRYN MAWR AND LSD - SOUTH OF PLAYGROUND",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0100-05-01,52,100,Lincoln,Lincoln #5,"WEST OF LSD, PATH TRIANGLE, 100 YARDS NORTH OF MARGATE FIELDHOUSE",outdoor,0,ON,Remain,1,,0,0,2.0,,
0100-06-01,52,100,Lincoln,Lincoln #6 - High,"WEST OF LSD, PLAYGROUND AT MARGATE FIELDHOUSE, EAST SIDE OF BUILDING",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-06-02,52,100,Lincoln,Lincoln #6 - Low,"WEST OF LSD, PLAYGROUND AT MARGATE FIELDHOUSE, EAST SIDE OF BUILDING",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-07-01,52,100,Lincoln,Lincoln #7,"WEST OF LSD, MARGATE DOG PARK",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-10-01,52,100,Lincoln,Lincoln #10 - High,"WEST OF LSD, NORTHEAST CORNER OF WILSON AND MARINE",outdoor,0,ON,Remain,1,,0,0,3.3,,
0100-10-02,52,100,Lincoln,Lincoln #10 - Low,"WEST OF LSD, NORTHEAST CORNER OF WILSON AND MARINE",outdoor,0,ON,Remain,0,,0,0,2.0,,
0100-11-02,52,100,Lincoln,Lincoln #11 - Middle,"WEST OF LSD, MONTROSE AND CLARENDON DOG PARK",outdoor,0,No Longer Exists,No Longer Exists,0,2.0,1,0,2.0,,
0100-12-01,52,100,Lincoln,Lincoln #12 - High,"WEST OF LSD, WEST ENTRANCE TO BUENA UNDERPASS, PEACE GARDEN",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,10.6,,
0100-12-02,52,100,Lincoln,Lincoln #12 - Low,"WEST OF LSD, WEST ENTRANCE TO BUENA UNDERPASS, PEACE GARDEN",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,9.0,,
0100-13-01,52,100,Lincoln,Lincoln #13,"WEST OF LSD, BELMONT LSD RAMP, TESCLER PLAYLOT",outdoor,0,ON,Remain,0,,0,0,2.0,,
0100-15-01,52,100,Lincoln,Lincoln #15 - North,"WEST OF LSD, PLAYGROUND AT NORTH POND",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0100-15-02,52,100,Lincoln,Lincoln #15 - East,"WEST OF LSD, PLAYGROUND AT NORTH POND",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-15-03,52,100,Lincoln,Lincoln #15 - South,"WEST OF LSD, PLAYGROUND AT NORTH POND",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-15-04,52,100,Lincoln,Lincoln #15 - West,"WEST OF LSD, PLAYGROUND AT NORTH POND",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-16-01,52,100,Lincoln,Lincoln #16,"WEST OF LSD, BRIDGE PATH WEST SIDE OF DIVERSY HARBOR",outdoor,0,CONT,Remain ,0,2.0,1,0,2.0,,
0100-17-01,52,100,Lincoln,Lincoln #17 - High,"WEST OF LSD, STOCKTON ENTRANCE TO NORTH POND, NEAR GAZEBO",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0100-17-02,52,100,Lincoln,Lincoln #17 - Low,"WEST OF LSD, STOCKTON ENTRANCE TO NORTH POND, NEAR GAZEBO",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0100-17-BF,52,100,Lincoln,Lincoln #17 - Bottle Filler,"WEST OF LSD, STOCKTON ENTRANCE TO NORTH POND, NEAR GAZEBO",outdoor,1,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0100-18-01,52,100,Lincoln,Lincoln #18 - High,"WEST OF LSD, FULLERTON AND CANNON, WEST OF LIFT STATION",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-18-02,52,100,Lincoln,Lincoln #18 - Low,"WEST OF LSD, FULLERTON AND CANNON, WEST OF LIFT STATION",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-20-01,52,100,Lincoln,Lincoln #20 - High,"WEST OF LSD, FULLERTON AND STOCKTON, BETWEEN STOCKTON AND LAKEVIEW",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-20-02,52,100,Lincoln,Lincoln #20 - Low,"WEST OF LSD, FULLERTON AND STOCKTON, BETWEEN STOCKTON AND LAKEVIEW",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-20-BF,52,100,Lincoln,Lincoln #20 - BF,"WEST OF LSD, FULLERTON AND STOCKTON, BETWEEN STOCKTON AND LAKEVIEW",outdoor,1,ON,Remain,1,2.0,1,0,2.0,,
0100-23-01,52,100,Lincoln,Lincoln #23 - High,"WEST OF LSD, WEST OF SOUTH LAGOON, EAST OF ZOO POWER HOUSE",outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0100-23-02,52,100,Lincoln,Lincoln #23 - Low,"WEST OF LSD, WEST OF SOUTH LAGOON, EAST OF ZOO POWER HOUSE",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-23-BF,52,100,Lincoln,Lincoln #23 - BF,"WEST OF LSD, WEST OF SOUTH LAGOON, EAST OF ZOO POWER HOUSE",outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0100-24-01,52,100,Lincoln,Lincoln #24,"WEST OF LSD, CUMMINS PLAYLOT",outdoor,0,ON,Remain,0,,0,0,,,
0100-26-01,52,100,Lincoln,Lincoln #26,"WEST OF LSD, CLARK STREET ENTRANCE TO CULTURAL CENTER",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0100-30-01,52,100,Lincoln,Lincoln #30,"WEST OF LSD, SOUTH FIELD AT PASSERRELLE",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-31-01,52,100,Lincoln,Lincoln #31 - High,"WEST OF LSD, SOUTH FIELD , NORTH OF FIELDHOUSE",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-31-02,52,100,Lincoln,Lincoln #31 - Middle,"WEST OF LSD, SOUTH FIELD , NORTH OF FIELDHOUSE",outdoor,0,ON,Remain,0,,0,0,2.0,,
0100-31-03,52,100,Lincoln,Lincoln #31 - Low,"WEST OF LSD, SOUTH FIELD , NORTH OF FIELDHOUSE",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0100-33-01,52,100,Lincoln,Lincoln #33,"WEST OF LSD, SOUTH FIELDHOUSE, SOUTH ENTRANCE AT BALL FIELD",outdoor,0,OFF,Fix/Replace LSL,0,,0,1,138.0,,
0100-34-01,52,100,Lincoln,Lincoln #34 - North,"EAST OF LSD, OAK STREET CONCESSION",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-34-02,52,100,Lincoln,Lincoln #34 - East,"EAST OF LSD, OAK STREET CONCESSION",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-34-03,52,100,Lincoln,Lincoln #34 - South,"EAST OF LSD, OAK STREET CONCESSION",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-34-04,52,100,Lincoln,Lincoln #34 - West,"EAST OF LSD, OAK STREET CONCESSION",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-35-01,52,100,Lincoln,Lincoln #35 - North,"EAST OF LSD, AT OAK STREET BEACH",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-35-02,52,100,Lincoln,Lincoln #35 - East,"EAST OF LSD, AT OAK STREET BEACH",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-35-03,52,100,Lincoln,Lincoln #35 - South,"EAST OF LSD, AT OAK STREET BEACH",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0100-35-04,52,100,Lincoln,Lincoln #35 - West,"EAST OF LSD, AT OAK, NEAR OAK STREET BEACH",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.1,,
