fountain_id,park_id,park_cpd_id,park_name,location,location_description,type,is_bottle_filler,status,remediation_plan,remediated,latest_result_ppb,tested_2025,ever_elevated,max_lead_ever_ppb,lat,lng
0001-01-01,0,1,39th Street Service Yard,NW of Bosses Office,,indoor,0,ON,Remain,1,2.0,1,0,14.1,,
0001-02-01,0,1,39th Street Service Yard,Inbetween Fountains,,indoor,0,ON,Remain,1,2.0,1,1,51.1,,
0002-01-01,1,2,McGuane,McGuane #1 - High,"Northwest corner of fieldhouse, south of playlot",outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0002-01-02,1,2,McGuane,McGuane #1 - Low,"Northwest corner of fieldhouse, south of playlot",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0002-04-01,1,2,McGuane,McGuane #4 - High,Diamond 2 - east side,outdoor,0,ON,Remain,0,2.0,1,0,2.4,,
0002-04-02,1,2,McGuane,McGuane #4 - Low,Diamond 2 - east side,outdoor,0,ON,Remain,0,2.0,1,0,2.5,,
0002-05-01,1,2,McGuane,McGuane #5 - High,East of field house,outdoor,0,OFF,Fix/Replace LSL,0,,0,0,2.0,,
0002-05-02,1,2,McGuane,McGuane #5 - Low,East of field house,outdoor,0,OFF,Fix/Replace LSL,0,,0,0,2.0,,
0002-06-01,1,2,McGuane,Near Gym - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0002-06-02,1,2,McGuane,Near Gym - Low,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.0,,
0002-07-01,1,2,McGuane,Pool Area,,indoor,0,ON,Remain,0,2.0,1,0,2.8,,
0002-08-01,1,2,McGuane,Balcony by Table Tennis - High,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,3.6,,
0002-08-02,1,2,McGuane,Balcony by Table Tennis - Low,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.0,,
0002-09-01,1,2,McGuane,Outside Meeting Room - High,,indoor,0,ON,Remain,1,2.0,1,0,2.0,,
0002-09-02,1,2,McGuane,Outside Meeting Room - Low,,indoor,0,ON,Remain,0,2.0,1,1,22.0,,
0002-09-BF,1,2,McGuane,Outside Meeting Room - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0002-10-01,1,2,McGuane,Kitchen Sink,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,7.5,,
0002-11-01,1,2,McGuane,Men's Locker Room,,indoor,0,OFF,Fix/Replace LSL,0,,0,0,6.2,,
0003-01-01,2,3,Armour Square,Armour Square #1 - High,Pool deck,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0003-01-02,2,3,Armour Square,Armour Square #1 - Low,Pool deck,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0003-02-01,2,3,Armour Square,Armour Square #2 - High,South of playlot entrance,outdoor,0,ON,Remain,1,2.0,1,0,4.4,,
0003-02-02,2,3,Armour Square,Armour Square #2 - Middle,South of playlot entrance,outdoor,0,ON,Remain,0,2.0,1,0,4.3,,
0003-02-03,2,3,Armour Square,Armour Square #2 - Low,South of playlot entrance,outdoor,0,ON,Remain,0,2.0,1,0,4.3,,
0003-03-01,2,3,Armour Square,Armour Square #3 - High,"East side of walking path, north of southeast entrance",outdoor,0,ON,Remain,1,,0,0,,,
0003-03-02,2,3,Armour Square,Armour Square #3 - Low,"East side of walking path, north of southeast entrance",outdoor,0,ON,Remain,0,,0,0,,,
0003-04-01,2,3,Armour Square,Armour Square #4 - High,"West of south diamond, east of tennis courts",outdoor,0,CONT,Fix/Replace LSL,0,41.4,1,1,41.4,,
0003-04-02,2,3,Armour Square,Armour Square #4 - Low,"West of south diamond, east of tennis courts",outdoor,0,CONT,Fix/Replace LSL,0,40.0,1,1,40.0,,
0003-05-01,2,3,Armour Square,Main Lobby - High,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,14.0,,
0003-05-BF,2,3,Armour Square,Main Lobby - Bottle Filler,,indoor,1,ON,Fix/Replace LSL,0,2.0,1,0,2.0,,
0003-06-01,2,3,Armour Square,Girls' Gym Hallway - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0003-06-02,2,3,Armour Square,Girls' Gym Hallway - Low,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0003-07-01,2,3,Armour Square,Game Room - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0003-07-02,2,3,Armour Square,Game Room - Low,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0003-08-01,2,3,Armour Square,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0004-01-01,3,4,Fuller,Fuller #1 - High,Near spray pool,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0004-01-02,3,4,Fuller,Fuller #1 - Low,Near spray pool,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0004-01-BF,3,4,Fuller,Fuller #1 - Bottle Filler,Near spray pool,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0004-02-01,3,4,Fuller,Fuller #2,Near basketball courts,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0004-03-01,3,4,Fuller,Fuller #3 - High,Southeast of field house,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0004-03-02,3,4,Fuller,Fuller #3 - Low,Southeast of field house,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0004-03-BF,3,4,Fuller,Fuller #3 - Bottle Filler,Southeast of field house,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0004-05-01,3,4,Fuller,Fuller #5,On pool deck,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.8,,
0004-06-01,3,4,Fuller,Main Lobby,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.2,,
0004-07-01,3,4,Fuller,West Gym Hallway,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.8,,
0004-08-01,3,4,Fuller,East Gym Hallway - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0004-08-BF,3,4,Fuller,East Gym Hallway - Bottle Filler,,indoor,1,ON,Remain,0,3.0,1,0,3.0,,
0004-09-01,3,4,Fuller,Boxing Gym,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,5.4,,
0004-10-01,3,4,Fuller,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0005-01-01,4,5,Cornell Square,Cornell Square #1,On pool deck,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0005-02-01,4,5,Cornell Square,Cornell Square #2,In front of field house,outdoor,0,ON,Remain,1,,0,0,3.4,,
0005-03-01,4,5,Cornell Square,Cornell Square #3 - High,By spraypool,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0005-03-02,4,5,Cornell Square,Cornell Square #3 - Middle,By spraypool,outdoor,0,ON,Remain,0,,0,0,2.0,,
0005-03-03,4,5,Cornell Square,Cornell Square #3 - Low,By spraypool,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0005-06-01,4,5,Cornell Square,Near Entrance,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,8.7,,
0005-07-01,4,5,Cornell Square,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0006-03-01,5,6,Russell Square,Russell Square #3,POOL DECK,outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0006-04-01,5,6,Russell Square,Russell Square #4 - High,"3RD BASE LINE OF WEST DIAMOND, ON PATH",outdoor,0,ON,Remain,1,,0,0,2.0,,
0006-04-02,5,6,Russell Square,Russell Square #4 - Low,"3RD BASE LINE OF WEST DIAMOND, ON PATH",outdoor,0,ON,Remain,0,,0,0,2.0,,
0006-04-BF,5,6,Russell Square,Russell Square #4 - Bottle Filler,"3RD BASE LINE OF WEST DIAMOND, ON PATH",outdoor,1,ON,Remain,0,,0,0,2.0,,
0006-05-01,5,6,Russell Square,Russell Square #5 - High,PLAYGROUND,outdoor,0,ON,Remain,1,,0,0,2.0,,
0006-05-02,5,6,Russell Square,Russell Square #5 - Low,PLAYGROUND,outdoor,0,ON,Remain,0,,0,0,,,
0006-05-BF,5,6,Russell Square,Russell Square #5 - Bottle Filler,PLAYGROUND,outdoor,1,ON,Remain,0,,0,0,,,
0006-06-01,5,6,Russell Square,Russell Square #6 - High,"NORTHWEST OF TENNIS COURTS, ON PATH",outdoor,0,ON,Remain,1,2.0,1,1,42.0,,
0006-06-02,5,6,Russell Square,Russell Square #6 - Low,"NORTHWEST OF TENNIS COURTS, ON PATH",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0006-06-BF,5,6,Russell Square,Russell Square #6 - Bottle Filler,"NORTHWEST OF TENNIS COURTS, ON PATH",outdoor,1,ON,Remain,0,,0,0,,,
0006-07-01,5,6,Russell Square,Northwest Hallway - Bottle Filler,,indoor,1,ON,Fix/Replace LSL,0,2.0,1,0,3.8,,
0006-07-02,5,6,Russell Square,Northwest Hallway - Bubbler,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.0,,
0006-08-01,5,6,Russell Square,Kitchen Sink,,indoor,0,ON,Fix/Replace LSL,0,4.9,1,0,4.9,,
0007-01-01,6,7,Sherman,Sherman #1 - High,POOL DECK,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0007-01-02,6,7,Sherman,Sherman #1 - Low,POOL DECK,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-02-01,6,7,Sherman,Sherman #2 - High,SOUTH OF NORTH PLAYGROUND,outdoor,0,ON,Remain,0,,0,0,2.0,,
0007-02-02,6,7,Sherman,Sherman #2 - Middle,SOUTH OF NORTH PLAYGROUND,outdoor,0,ON,Remain,0,,0,0,2.0,,
0007-02-03,6,7,Sherman,Sherman #2 - Low,SOUTH OF NORTH PLAYGROUND,outdoor,0,ON,Remain,0,,0,0,2.0,,
0007-04-01,6,7,Sherman,Sherman #4 - High,EAST SIDE OF FIELDHOUSE,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0007-04-02,6,7,Sherman,Sherman #4 - Low,EAST SIDE OF FIELDHOUSE,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-05-01,6,7,Sherman,Sherman #5 - High,WEST OF LIBRARY,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0007-05-02,6,7,Sherman,Sherman #5 - Low,WEST OF LIBRARY,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-05-BF,6,7,Sherman,Sherman #5 - Bottle Filler,WEST OF LIBRARY,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0007-06-01,6,7,Sherman,Sherman #6 - High,NORTH OF SOUTH PLAYGROUND,outdoor,0,ON,Remain,1,,0,0,,,
0007-06-02,6,7,Sherman,Sherman #6 - Low,NORTH OF SOUTH PLAYGROUND,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-06-BF,6,7,Sherman,Sherman #6 - Bottle Filler,NORTH OF SOUTH PLAYGROUND,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0007-07-01,6,7,Sherman,Lobby,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-08-01,6,7,Sherman,Women's Locker Room - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-08-02,6,7,Sherman,Women's Locker Room - Low,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-09-01,6,7,Sherman,Men's Locker Room - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-09-02,6,7,Sherman,Men's Locker Room - Low,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0007-10-01,6,7,Sherman,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0008-01-01,7,8,Ogden,Ogden #1 - High,"ON PATH FROM 64TH AND RACINE ENTRANCE, NORTHWEST SIDE OF TRACK",outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0008-01-02,7,8,Ogden,Ogden #1 - Low,"ON PATH FROM 64TH AND RACINE ENTRANCE, NORTHWEST SIDE OF TRACK",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0008-01-BF,7,8,Ogden,Ogden #1 - Bottle Filler,"ON PATH FROM 64TH AND RACINE ENTRANCE, NORTHWEST SIDE OF TRACK",outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0008-02-01,7,8,Ogden,Ogden #2 - High,ON PATH NEAR 65TH AND LOOMIS ENTRANCE,outdoor,0,ON,Remain,1,2.0,1,0,7.9,,
0008-02-03,7,8,Ogden,Ogden #2 - Low,ON PATH NEAR 65TH AND LOOMIS ENTRANCE,outdoor,0,ON,Remain,0,2.4,1,0,3.6,,
0008-02-BF,7,8,Ogden,Ogden #2 - Bottle Filler,ON PATH NEAR 65TH AND LOOMIS ENTRANCE,outdoor,1,ON,Remain,0,3.6,1,0,8.2,,
0008-03-01,7,8,Ogden,Ogden #3 - High,POOLDECK,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0008-03-02,7,8,Ogden,Ogden #3 - Low,POOLDECK,outdoor,0,ON,Remain,0,,0,0,2.0,,
0008-04-01,7,8,Ogden,Ogden #4 - High,NORTH OF GAZEBO SHED/SPRAY POOL PUMP ROOM,outdoor,0,CONT,Remain,0,2.0,1,0,2.0,,
0008-04-02,7,8,Ogden,Ogden #4 - Low,NORTH OF GAZEBO SHED/SPRAY POOL PUMP ROOM,outdoor,0,CONT,Remain,0,2.0,1,0,2.0,,
0008-06-01,7,8,Ogden,Ogden #6 - North,"On basketball courts, west of fieldhouse",outdoor,0,ON,Remain,1,,0,0,2.0,,
0008-06-02,7,8,Ogden,Ogden #6 - Northeast,"On basketball courts, west of fieldhouse",outdoor,0,ON,Remain,0,,0,0,2.0,,
0008-06-03,7,8,Ogden,Ogden #6 - Northwest,"On basketball courts, west of fieldhouse",outdoor,0,ON,Remain,0,,0,0,2.0,,
0008-06-04,7,8,Ogden,Ogden #6 - Southwest,"On basketball courts, west of fieldhouse",outdoor,0,ON,Remain,0,,0,0,2.0,,
0008-06-05,7,8,Ogden,Ogden #6 - Southeast,"On basketball courts, west of fieldhouse",outdoor,0,ON,Remain,0,,0,0,2.0,,
0008-07-01,7,8,Ogden,Lobby - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0008-07-02,7,8,Ogden,Lobby - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0008-08-01,7,8,Ogden,North Lobby,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0008-09-01,7,8,Ogden,Kitchen Sink,,indoor,0,ON,Remain,0,2.2,1,0,2.2,,
0009-01-01,8,9,Hamilton,Hamilton #1 - High,"WEST SIDE OF FIELDHOUSE, ON PATH",outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0009-01-02,8,9,Hamilton,Hamilton #1 - Low,"WEST SIDE OF FIELDHOUSE, ON PATH",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0009-01-BF,8,9,Hamilton,Hamilton #1 - Bottle Filler,"WEST SIDE OF FIELDHOUSE, ON PATH",outdoor,1,ON,Remain,0,,0,0,2.0,,
0009-02-01,8,9,Hamilton,Hamilton #2 - High,SOUTH SIDE OF PLAYGROUND,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0009-02-02,8,9,Hamilton,Hamilton #2 - Middle,SOUTH SIDE OF PLAYGROUND,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0009-02-03,8,9,Hamilton,Hamilton #2 - Low,SOUTH SIDE OF PLAYGROUND,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0009-03-01,8,9,Hamilton,Hamilton #3 - High,POOL DECK,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0009-03-02,8,9,Hamilton,Hamilton #3 - Low,POOL DECK,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0009-04-01,8,9,Hamilton,Hamilton #4 - High,"SOUTHEAST CORNER, ON CENTRAL WALKING PATH",outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0009-04-02,8,9,Hamilton,Hamilton #4 - Low,"SOUTHEAST CORNER, ON CENTRAL WALKING PATH",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0009-04-BF,8,9,Hamilton,Hamilton #4 - Bottle Filler,"SOUTHEAST CORNER, ON CENTRAL WALKING PATH",outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0009-05-01,8,9,Hamilton,Main Lobby - East Side - Bubbler,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0009-05-BF,8,9,Hamilton,Main Lobby - East Side - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0009-06-01,8,9,Hamilton,Main Lobby - West Side,,indoor,0,ON,Remain,1,2.0,1,0,2.0,,
0009-07-01,8,9,Hamilton,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-01-01,9,10,Marquette,Marquette #1 - High,"WEST OF SPRAYPOOL, EAST OF PLAYGROUND, SOUTH OF 67TH",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0010-01-02,9,10,Marquette,Marquette #1 - Middle,"WEST OF SPRAYPOOL, EAST OF PLAYGROUND, SOUTH OF 67TH",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0010-01-03,9,10,Marquette,Marquette #1 - Low,"WEST OF SPRAYPOOL, EAST OF PLAYGROUND, SOUTH OF 67TH",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0010-02-01,9,10,Marquette,Marquette #2,"SOUTHEAST OF LANDSCAPE YARD ENTRANCE, WEST OF TENNIS COURTS",outdoor,0,ON,Remain,1,,0,0,2.0,,
0010-03-01,9,10,Marquette,Marquette #3 - High,NORTH OF ROSE GARDEN,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0010-03-02,9,10,Marquette,Marquette #3 - Low,NORTH OF ROSE GARDEN,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-04-01,9,10,Marquette,Marquette #4 - High,SOUTHWEST CORNER OF KEDZIE AND REDFIELD,outdoor,0,ON,Remain,1,2.0,1,0,5.8,,
0010-04-02,9,10,Marquette,Marquette #4 - Low,SOUTHWEST CORNER OF KEDZIE AND REDFIELD,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-04-BF,9,10,Marquette,Marquette #4 - BF,SOUTHWEST CORNER OF KEDZIE AND REDFIELD,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0010-05-01,9,10,Marquette,Marquette #5 - High,"SOUTHEAST PLAYGROUND, NORTH OF 71ST",outdoor,0,ON,Remain,1,2.0,1,1,20.9,,
0010-05-02,9,10,Marquette,Marquette #5 - Low,"SOUTHEAST PLAYGROUND, NORTH OF 71ST",outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-05-BF,9,10,Marquette,Marquette #5 - Bottle Filler,"SOUTHEAST PLAYGROUND, NORTH OF 71ST",outdoor,1,ON,Remain,0,,0,0,2.0,,
0010-07-01,9,10,Marquette,Marquette #7,"WEST OF EAST COMFORT STATION, SOUTH OF SOCCER",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,,,
0010-09-01,9,10,Marquette,Marquette #9,"WEST OF CALIFORNIA, EAST OF TENNIS",outdoor,0,CONT,Fix/Replace LSL,0,,0,0,,,
0010-10-01,9,10,Marquette,Marquette #10 - High,"CORNER OF REDFIELD AND SACRAMENTO, NORTH SIDE",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0010-10-02,9,10,Marquette,Marquette #10 - Low,"CORNER OF REDFIELD AND SACRAMENTO, NORTH SIDE",outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0010-11-01,9,10,Marquette,Marquette #11,SOUTH OF TRACK AT COMFORT STATION,outdoor,0,ON,Remain,1,,0,0,,,
0010-12-01,9,10,Marquette,Marquette #12 - High,SOUTH OF FIELDHOUSE,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-12-02,9,10,Marquette,Marquette #12 - Low,SOUTH OF FIELDHOUSE,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-13-01,9,10,Marquette,East Washroom - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-13-02,9,10,Marquette,East Washroom - Low,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-14-01,9,10,Marquette,Women's Locker Room - High,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.8,,
0010-14-02,9,10,Marquette,Women's Locker Room - Low,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,3.0,,
0010-15-01,9,10,Marquette,West Lobby,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0010-16-01,9,10,Marquette,Basement,,indoor,0,ON,Fix/Replace LSL,0,4.5,1,0,8.5,,
0010-17-01,9,10,Marquette,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0011-01-01,10,11,Calumet,Calumet #1,IN SERVICE YARD,outdoor,0,CONT,Remain,1,,0,0,2.0,,
0011-02-01,10,11,Calumet,Calumet #2,"ON FOREMAN, WEST OF HELOPAD ENTRANCE",outdoor,0,ON,Remain,1,,0,0,,,
0011-03-01,10,11,Calumet,Calumet #3 - High,ACROSS FROM SERVICE YARD,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0011-03-02,10,11,Calumet,Calumet #3 - Low,ACROSS FROM SERVICE YARD,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0011-03-BF,10,11,Calumet,Calumet #3 - BF,ACROSS FROM SERVICE YARD,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0011-04-01,10,11,Calumet,Calumet #4 - High,CALUMET COMFORT STATION,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0011-04-02,10,11,Calumet,Calumet #4 - Low,CALUMET COMFORT STATION,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0011-05-01,10,11,Calumet,Calumet #5,100 YARDS SOUTH OF COMFORT STATION,outdoor,0,ON,Fix/Replace LSL,0,2.0,1,0,2.0,,
0011-06-01,10,11,Calumet,Calumet #6,NORTH OF FIELDHOUSE ON PATH,outdoor,0,ON,Fix/Replace LSL,0,,0,0,,,
0011-08-01,10,11,Calumet,Calumet #8 - High,EAST SIDE OF FIELDHOUSE,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0011-08-02,10,11,Calumet,Calumet #8 - Low,EAST SIDE OF FIELDHOUSE,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0011-08-BF,10,11,Calumet,Calumet #8 - Bottle Filler,EAST SIDE OF FIELDHOUSE,outdoor,1,ON,Remain,0,2.0,1,0,2.0,,
0011-09-01,10,11,Calumet,Calumet #9 - High,EAST OF FIELDHOUSE ACROSS STREET,outdoor,0,ON,Remain,1,2.0,1,0,2.0,,
0011-09-02,10,11,Calumet,Calumet #9 - Low,EAST OF FIELDHOUSE ACROSS STREET,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0011-11-01,10,11,Calumet,Calumet #11 - High,CALUMET PLAYGROUND,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,4.9,,
0011-11-02,10,11,Calumet,Calumet #11 - Low,CALUMET PLAYGROUND,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0011-12-01,10,11,Calumet,Calumet #12,BEACH HOUSE,outdoor,0,CONT,Fix/Replace LSL,0,2.0,1,0,2.0,,
0011-14-01,10,11,Calumet,Hall Outside Women's Restroom - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0011-14-02,10,11,Calumet,Hall Outside Women's Restroom - Low,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0011-14-BF,10,11,Calumet,Hall Outside Women's Restroom - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0011-15-01,10,11,Calumet,Hall Outside Preschool - High,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0011-15-02,10,11,Calumet,Hall Outside Preschool - Low,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0011-15-BF,10,11,Calumet,Hall Outside Preschool - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0011-16-01,10,11,Calumet,Women's Locker Room,,indoor,0,OFF,Fix/Replace LSL,0,,0,1,75.0,,
0011-17-01,10,11,Calumet,Men's Locker Room,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,9.6,,
0011-18-01,10,11,Calumet,Basement Near Train Room,,indoor,0,OFF,Fix/Replace LSL,0,,0,0,3.6,,
0011-19-01,10,11,Calumet,East Kitchen Sink,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,12.9,,
0011-20-01,10,11,Calumet,West Kitchen Sink,,indoor,0,ON,Fix/Replace LSL,0,2.8,1,1,41.6,,
0012-01-01,11,12,Bessemer,Bessemer #1 - High,EAST END OF RUNNING TRACK,outdoor,0,ON,Remain,1,2.0,1,0,6.8,,
0012-01-02,11,12,Bessemer,Bessemer #1 - Low,EAST END OF RUNNING TRACK,outdoor,0,ON,Remain,0,2.0,1,0,6.3,,
0012-02-01,11,12,Bessemer,Bessemer #2,ON POOL DECK,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0012-03-01,11,12,Bessemer,Bessemer #3,SOUTHWEST AREA OF PARKING LOT,outdoor,0,CONT,Fix/Replace LSL,0,,0,0,2.0,,
0012-05-01,11,12,Bessemer,Bessemer #5 - High,50' NORTH OF SOUTH CHICAGO BETWEEN BASEBALL DIAMONDS,outdoor,0,ON,Remain,0,,0,0,2.0,,
0012-05-02,11,12,Bessemer,Bessemer #5 - Low,50' NORTH OF SOUTH CHICAGO BETWEEN BASEBALL DIAMONDS,outdoor,0,ON,Remain,0,,0,0,2.0,,
0012-05-BF,11,12,Bessemer,Bessemer #5 - Bottle Filler,50' NORTH OF SOUTH CHICAGO BETWEEN BASEBALL DIAMONDS,outdoor,1,ON,Remain,1,,0,0,2.0,,
0012-06-01,11,12,Bessemer,Lobby - North Entrance - Bottle Filler,,indoor,1,ON,Remain,0,2.0,1,0,2.0,,
0012-06-02,11,12,Bessemer,Lobby - North Entrance - Bubbler,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0012-06-BF,11,12,Bessemer,Bessemer #6 - Bottle Filler,Behind Pool,outdoor,1,ON,Remain,0,,0,0,,,
0012-07-01,11,12,Bessemer,Lobby - South Entrance,,indoor,0,ON,Fix/Replace LSL,0,2.0,1,0,11.0,,
0012-08-01,11,12,Bessemer,Kitchen Sink,,indoor,0,ON,Remain,0,2.0,1,0,2.0,,
0013-01-01,12,13,Palmer,Palmer #1 - High,POOL DECK NEAR WATERSLIDE,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0013-01-02,12,13,Palmer,Palmer #1 - Low,POOL DECK NEAR WATERSLIDE,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0013-02-01,12,13,Palmer,Palmer #2 - High,RUNNING TRACK NEXT TO FILTER ROOM,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0013-02-02,12,13,Palmer,Palmer #2 - Low,RUNNING TRACK NEXT TO FILTER ROOM,outdoor,0,ON,Remain,0,2.0,1,0,2.0,,
0013-03-01,12,13,Palmer,Palmer #3 - High,EAST OF PLAYGROUND EAST OF SPRAYPOOL,outdoor,0,ON,Remain,0,,0,0,2.0,,
0013-03-02,12,13,Palmer,Palmer #3 - Low,EAST OF PLAYGROUND EAST OF SPRAYPOOL,outdoor,0,ON,Remain,0,2.0,1,0,6.0,,
