id,park_id,park_name,park_address,area_code,has_outdoor,has_indoor,outdoor_fountain_count,outdoor_bottle_fillers,indoor_fixture_count,total_fixture_count,outdoor_remediated_count,indoor_remediated_count,outdoor_ever_elevated_count,indoor_ever_elevated_count,total_ever_elevated_count,max_lead_ever_ppb
351,1083,Bixler,5641 S KENWOOD AVE,,1,0,2,0,0,2,0,0,0,0,0,2.0
352,1084,Buena Circle,1049 W BUENA,,1,0,2,0,0,2,0,0,0,0,0,
353,1092,Davis,5427 W DIVISION ST,,1,0,1,0,0,1,0,0,0,0,0,9.8
354,1098,Emerald,5600 S EMERALD AVE,,1,0,1,0,0,1,0,0,0,0,0,
355,1100,Fellger,2012 W BELMONT AVE,,1,0,2,0,0,2,0,0,0,0,0,2.0
356,1106,Harding (Frederick),3921 W DIVISION ST,,1,0,1,0,0,1,0,0,0,0,0,2.0
357,1107,Zatterberg,4246 N HERMITAGE AVE,,1,0,2,0,0,2,0,0,0,0,0,2.0
358,1111,Hansberry,5635 S INDIANA AVE,,1,0,2,0,0,2,1,0,0,0,0,2.0
359,1113,Jefferson (Thomas),1640 S JEFFERSON ST,,1,0,3,0,0,3,0,0,0,0,0,2.0
360,1118,Langley,11255 S. LANGLEY AVE,,1,0,5,0,0,5,0,0,0,0,0,2.5
361,1122,Luella,10021 S LUELLA AVE,,1,0,2,0,0,2,0,0,0,0,0,4.1
362,1123,Lunt,2239 W LUNT AVE,,1,0,1,0,0,1,0,0,0,0,0,2.0
363,1124,Merryman,3736 N MARSHFIELD AVE,,1,0,3,0,0,3,0,0,0,0,0,2.0
364,1126,Merrill,2154 E 97TH ST,,1,0,1,0,0,1,0,0,0,0,0,2.0
365,1130,Monticello,1814 N MONTICELLO AVE,,1,0,1,0,0,1,0,0,0,0,0,2.0
366,1132,Morgan Field,11710 S MORGAN ST,,1,0,1,0,0,1,0,0,1,0,1,2340.0
367,1135,Weisman,901 W OAKDALE AVE,,1,0,3,0,0,3,0,0,0,0,0,2.0
368,1138,Ohio & Harding,607 N HARDING AVE,,1,0,2,0,0,2,0,0,0,0,0,2.0
369,1139,Ohio,4712 W OHIO ST,,1,0,3,0,0,3,0,0,0,0,0,2.2
370,1141,Brynford,5640 N PULASKI RD,,1,0,2,0,0,2,0,0,0,0,0,2.0
371,1150,Superior,2101 W SUPERIOR ST,,1,0,2,0,0,2,0,0,0,0,0,2.0
372,1154,Till-Mobley,6410 S ELLIS AVE,,1,0,3,1,0,3,1,0,1,0,1,52.0
373,1155,Sintic,2835 S WALLACE ST,,1,0,3,1,0,3,1,0,0,0,0,2.0
374,1159,Throop,1811 S THROOP ST,,1,0,1,0,0,1,0,0,0,0,0,
375,1161,Algonquin,2941 N WASHTENAW AVE,,1,0,3,0,0,3,0,0,0,0,0,3.8
376,1164,Mason,4100 W WEST END AVE,,1,0,2,0,0,2,0,0,0,0,0,2.0
377,1201,Arcade,11144 S ST LAWRENCE AVE,,1,0,1,0,0,1,0,0,0,0,0,10.4
378,1204,Austin,5951 W LAKE ST,,1,0,3,0,0,3,0,0,0,0,0,2.0
379,1205,Barnard,10441 S LONGWOOD DR,,1,0,2,0,0,2,0,0,0,0,0,3.8
380,1210,Dixon,8931 S DAUPHIN AVE,,1,0,3,1,0,3,1,0,0,0,0,3.6
381,1211,Dickinson,4117 N LAVERGNE AVE,,1,0,3,1,0,3,1,0,0,0,0,2.0
382,1213,Ellis,707 E 37TH ST,C6,1,1,1,0,11,12,0,0,1,0,1,190.0
383,1219,Mellin,5553 N ASHLAND AVE,,1,0,3,0,0,3,0,0,0,0,0,2.0
384,1220,Levin,5458 W KINZIE PARKWAY,,1,0,1,0,0,1,0,0,0,0,0,2.0
385,1224,Jane Addams Meml.,550 E GRAND AVE,,1,0,1,0,0,1,0,0,0,0,0,
386,1225,Harris Meml.,6701 S LOWE AVE,,1,0,2,0,0,2,0,0,0,0,0,2.0
387,1242,Seneca,228 E CHICAGO AVE,,1,0,2,0,0,2,0,0,0,0,0,2.0
388,1244,Washington Square,901 N CLARK ST,,1,0,2,0,0,2,0,0,0,0,0,2.0
389,1248,Hartigan Beach,1040 W ALBION AVE,,1,0,4,0,0,4,0,0,0,0,0,2.0
390,1255,Berger,6227 N SHERIDAN RD,N5,1,1,3,0,3,6,0,0,0,1,1,73.6
391,1257,Griffin,1234 W JARVIS AVE,,1,0,1,0,0,1,0,0,1,0,1,113.0
392,1258,Juneway Beach,7751 N EASTLAKE TER,,1,0,1,0,0,1,0,0,0,0,0,12.9
393,1262,Rogers Beach,7705 N EASTLAKE TERRACE,,1,0,2,0,0,2,0,0,2,0,2,330.0
394,1265,Lane Beach,5915 N SHERIDAN RD,,1,0,3,0,0,3,0,0,0,0,0,8.1
395,1268,Midway Plaisance,5950 S WOODLAWN AVE,S3,1,1,4,0,3,7,1,0,0,0,0,12.9
396,1269,Petrillo Band Shell,235 S COLUMBUS DR,C3,0,1,0,0,3,3,0,0,0,2,2,26.9
397,1270,Jonquil,1023 W WRIGHTWOOD AVE,,1,0,3,0,0,3,0,0,0,0,0,2.0
398,1272,Butternut,5324 S WOODLAWN AVE,,1,0,2,0,0,2,1,0,0,0,0,2.0
399,1273,Sumac,4201 S CHAMPLAIN AVE,,1,0,6,1,0,6,1,0,0,0,0,2.0
400,1277,Clover,2210 N SOUTHPORT AVE,,1,0,2,0,0,2,0,0,0,0,0,14.6
401,1281,Filbert,1822 W LARCHMONT AVE,,1,0,3,0,0,3,0,0,0,0,0,2.0
402,1287,Pine,9507 S OGLESBY AVE,,1,0,2,0,0,2,0,0,0,0,0,3.2
